Code_GHM,Libelle_GHS,Tarif_Public_2022,Tarif_Prive_2022,Tarif_Public_2023,Tarif_Prive_2023,Tarif_Public_2024,Tarif_Prive_2024
08M104,"Maladies osseuses et arthropathies spécifiques, niveau 4",8192.9,3238.4,8764.0,3407.52,9270.06,3497.6
08M10T,"Maladies osseuses et arthropathies spécifiques, très courte durée",355.4,152.3,380.0,160.24,391.82,160.2
08M141,"Affections du tissu conjonctif, niveau 1",1676.5,811.8,1793.0,854.17,1896.92,876.7
08M142,"Affections du tissu conjonctif, niveau 2",3841.6,1825.6,4109.0,1920.97,4346.7,1971.7
08M143,"Affections du tissu conjonctif, niveau 3",6242.1,2074.0,6677.0,2182.37,7062.81,2240.0
08M144,"Affections du tissu conjonctif, niveau 4",10546.1,3117.5,11281.0,3280.36,11932.68,3367.1
08M14T,"Affections du tissu conjonctif, très courte durée",355.4,122.5,380.0,128.87,391.82,128.9
08M151,"Tendinites, myosites et bursites, niveau 1",1228.5,775.5,1314.0,816.03,1390.04,837.6
08M152,"Tendinites, myosites et bursites, niveau 2",2954.0,1641.0,3160.0,1726.72,3342.43,1772.4
08M153,"Tendinites, myosites et bursites, niveau 3",4578.8,1837.8,4898.0,1933.84,5180.8,1985.0
08M154,"Tendinites, myosites et bursites, niveau 4",7629.1,2728.5,8161.0,2871.06,8632.14,2946.9
08M15T,"Tendinites, myosites et bursites, très courte durée",355.4,122.5,380.0,128.87,391.82,128.9
08M181,"Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1",1184.0,683.6,1266.0,719.27,1339.62,738.3
08M182,"Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2",3401.9,2020.1,3639.0,2125.57,3849.13,2181.7
08M183,"Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3",4891.0,2461.1,5232.0,2589.69,5534.03,2658.1
08M184,"Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4",7962.0,3612.7,8517.0,3801.35,9008.84,3901.8
08M18T,"Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, très courte durée",355.4,285.4,380.0,300.32,391.82,300.3
08M191,"Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 1",1741.0,862.2,1862.0,907.27,1969.94,931.3
08M192,"Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 2",4042.0,2064.5,4324.0,2172.33,4573.43,2229.7
08M193,"Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 3",5499.6,2504.0,5883.0,2634.8,6222.71,2704.4
08M194,"Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 4",8781.6,3673.1,9394.0,3864.91,9936.21,3967.1
08M19T,"Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, très courte durée",304.2,201.3,325.0,211.78,335.34,211.8
08M201,"Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 1",304.2,285.4,325.0,300.32,335.34,300.3
08M202,"Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 2",2355.0,1002.0,2519.0,1054.33,2664.66,1082.2
08M203,"Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 3",3326.0,1216.8,3558.0,1280.37,3763.26,1314.2
08M204,"Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 4",5489.3,1791.5,5872.0,1885.06,6210.99,1934.9
08M211,"Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1",304.2,238.5,325.0,251.0,335.34,251.0
08M212,"Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2",2601.6,1041.2,2783.0,1095.53,2943.65,1124.5
08M213,"Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3",3734.7,1288.8,3995.0,1356.12,4225.7,1392.0
08M214,"Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4",5956.6,1897.5,6372.0,1996.59,6739.75,2049.4
08M221,"Fractures, entorses, luxations et dislocations de la main, niveau 1",355.4,238.5,380.0,251.0,391.82,251.0
08M222,"Fractures, entorses, luxations et dislocations de la main, niveau 2",2531.4,813.8,2708.0,856.26,2864.17,878.9
08M223,"Fractures, entorses, luxations et dislocations de la main, niveau 3",3587.8,988.2,3838.0,1039.85,4059.56,1067.3
08M224,"Fractures, entorses, luxations et dislocations de la main, niveau 4",6179.6,1455.0,6610.0,1530.95,6992.09,1571.4
08M231,"Fractures, entorses, luxations et dislocations du pied, niveau 1",355.4,168.3,380.0,177.05,391.82,177.1
08M232,"Fractures, entorses, luxations et dislocations du pied, niveau 2",3007.9,922.8,3218.0,970.98,3403.39,996.6
08M233,"Fractures, entorses, luxations et dislocations du pied, niveau 3",4272.3,1120.7,4570.0,1179.18,4834.05,1210.3
08M234,"Fractures, entorses, luxations et dislocations du pied, niveau 4",5929.2,1649.9,6342.0,1736.06,6708.78,1781.9
08M241,"Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 1",2428.0,1029.3,2597.0,1083.06,2747.22,1111.7
08M242,"Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 2",4737.7,2296.6,5068.0,2416.56,5360.67,2480.4
08M243,"Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 3",6100.8,3547.3,6526.0,3732.59,6902.89,3831.2
08M244,"Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 4",10337.1,4899.5,11057.0,5155.44,11696.25,5291.7
08M24T,"Tumeurs primitives malignes des os, du cartilage ou des tissus mous, très courte durée",469.9,152.3,503.0,160.24,518.03,160.2
08M251,"Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 1",2606.5,1497.1,2788.0,1575.27,2949.21,1616.9
08M252,"Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 2",4782.9,2866.5,5116.0,3016.18,5411.75,3095.9
08M253,"Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 3",6698.8,3658.6,7166.0,3849.69,7579.51,3951.4
08M254,"Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 4",10025.9,4632.3,10725.0,4874.26,11344.14,5003.1
08M25T,"Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, très courte durée",469.9,152.3,503.0,160.24,518.03,160.2
08M261,"Fractures du rachis, niveau 1",750.1,201.3,802.0,211.78,826.9,211.8
08M262,"Fractures du rachis, niveau 2",3390.7,1718.2,3627.0,1807.94,3836.53,1855.7
08M263,"Fractures du rachis, niveau 3",5222.5,1885.7,5586.0,1984.15,5909.2,2036.6
08M264,"Fractures du rachis, niveau 4",8967.0,2906.6,9592.0,3058.46,10145.96,3139.3
08M271,"Sciatiques et autres radiculopathies, niveau 1",2132.6,1102.3,2281.0,1159.91,2413.05,1190.6
08M272,"Sciatiques et autres radiculopathies, niveau 2",3043.4,1549.0,3255.0,1629.88,3443.53,1673.0
08M273,"Sciatiques et autres radiculopathies, niveau 3",4289.6,2084.7,4589.0,2193.57,4853.61,2251.5
08M274,"Sciatiques et autres radiculopathies, niveau 4",7529.4,2445.2,8054.0,2572.95,8519.31,2640.9
08M27T,"Sciatiques et autres radiculopathies, très courte durée",355.4,168.3,380.0,177.05,391.82,177.1
08M281,"Autres rachialgies, niveau 1",2039.6,1042.7,2182.0,1097.13,2307.79,1126.1
08M282,"Autres rachialgies, niveau 2",3061.3,1391.3,3275.0,1463.94,3463.78,1502.6
08M283,"Autres rachialgies, niveau 3",4330.0,1408.7,4632.0,1482.28,4899.27,1521.5
08M284,"Autres rachialgies, niveau 4",7204.9,2131.9,7707.0,2243.21,8152.15,2302.5
08M28T,"Autres rachialgies, très courte durée",355.4,285.4,380.0,300.32,391.82,300.3
08M291,"Autres pathologies rachidiennes relevant d'un traitement médical, niveau 1",1753.3,1042.8,1875.0,1097.26,1983.83,1126.3
08M292,"Autres pathologies rachidiennes relevant d'un traitement médical, niveau 2",2891.0,1670.5,3092.0,1757.73,3271.12,1804.2
08M293,"Autres pathologies rachidiennes relevant d'un traitement médical, niveau 3",4361.3,2281.5,4665.0,2400.65,4934.68,2464.1
08M294,"Autres pathologies rachidiennes relevant d'un traitement médical, niveau 4",7209.9,2896.4,7712.0,3047.65,8157.88,3128.2
08M29T,"Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée",355.4,238.5,380.0,251.0,391.82,251.0
08M301,"Rhumatismes et raideurs articulaires, niveau 1",1922.0,899.2,2056.0,946.12,2174.65,971.1
08M302,"Rhumatismes et raideurs articulaires, niveau 2",2834.1,1791.5,3032.0,1885.11,3206.69,1934.9
08M303,"Rhumatismes et raideurs articulaires, niveau 3",4646.9,2310.6,4971.0,2431.28,5257.93,2495.5
08M304,"Rhumatismes et raideurs articulaires, niveau 4",7421.8,3401.8,7939.0,3579.46,8397.63,3674.1
08M30T,"Rhumatismes et raideurs articulaires, très courte durée",355.4,238.5,380.0,251.0,391.82,251.0
08M311,"Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 1",3143.8,791.9,3363.0,833.27,3557.13,855.3
08M312,"Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 2",4720.1,1576.9,5049.0,1659.27,5340.69,1703.1
08M313,"Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 3",7604.4,2039.6,8134.0,2146.09,8604.23,2202.8
08M314,"Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 4",11266.2,2584.0,12051.0,2718.94,12747.44,2790.8
08M31T,"Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, très courte durée",355.4,122.5,380.0,128.87,391.82,128.9
08M321,"Ostéomyélites chroniques, niveau 1",2389.6,692.6,2556.0,728.76,2703.75,748.0
08M322,"Ostéomyélites chroniques, niveau 2",3778.5,1538.5,4042.0,1618.88,4275.3,1661.7
08M323,"Ostéomyélites chroniques, niveau 3",6206.5,1820.8,6639.0,1915.87,7022.57,1966.5
08M324,"Ostéomyélites chroniques, niveau 4",8917.0,2450.7,9538.0,2578.69,10089.45,2646.8
08M32T,"Ostéomyélites chroniques, très courte durée",355.4,122.5,380.0,128.87,391.82,128.9
08M331,"Ablation de matériel sans acte classant, niveau 1",798.2,361.6,854.0,380.53,903.13,390.6
08M332,"Ablation de matériel sans acte classant, niveau 2",2160.5,1179.9,2311.0,1241.55,2444.61,1274.4
08M333,"Ablation de matériel sans acte classant, niveau 3",3077.0,1432.9,3291.0,1507.79,3481.6,1547.6
08M334,"Ablation de matériel sans acte classant, niveau 4",5276.8,2109.6,5645.0,2219.83,5970.63,2278.5
08M33T,"Ablation de matériel sans acte classant, très courte durée",355.4,168.3,380.0,177.05,391.82,177.1
08M341,"Algoneurodystrophie, niveau 1",1447.7,879.6,1549.0,925.53,1638.01,950.0
08M342,"Algoneurodystrophie, niveau 2",3081.5,2233.1,3296.0,2349.7,3486.66,2411.8
08M343,"Algoneurodystrophie, niveau 3",4824.9,2692.6,5161.0,2833.25,5459.24,2908.1
08M344,"Algoneurodystrophie, niveau 4",8073.6,3964.2,8636.0,4171.26,9135.12,4281.5
08M34T,"Algoneurodystrophie, très courte durée",251.9,152.3,269.0,160.24,277.64,160.2
08M35Z,Explorations et surveillance de l'appareil musculosquelettique et du tissu conjonctif,355.4,152.3,380.0,160.24,391.82,160.2
08M36T,"Symptômes et autres recours aux soins de la CMD 08, très courte durée",355.4,285.4,380.0,300.32,391.82,300.3
08M36Z,Symptômes et autres recours aux soins de la CMD 08,1710.6,876.7,1830.0,922.45,1935.46,946.8
08M371,"Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1",1501.5,1040.9,1606.0,1095.31,1698.87,1124.3
08M372,"Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2",2626.7,1510.5,2810.0,1589.4,2972.1,1631.4
08M373,"Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3",4073.5,1851.5,4357.0,1948.17,4609.08,1999.7
08M374,"Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4",6902.4,2705.7,7383.0,2846.97,7809.88,2922.2
08M37T,"Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, très courte durée",355.4,201.3,380.0,211.78,391.82,211.8
08M381,"Entorses et luxations du rachis, niveau 1",1371.9,412.6,1467.0,434.12,1552.24,445.6
08M382,"Entorses et luxations du rachis, niveau 2",2991.1,2044.5,3200.0,2151.27,3384.39,2208.1
08M383,"Entorses et luxations du rachis, niveau 3",4370.1,2895.5,4675.0,3046.72,4944.67,3127.2
08M384,"Entorses et luxations du rachis, niveau 4",7063.7,4063.8,7556.0,4276.08,7992.43,4389.1
08M38T,"Entorses et luxations du rachis, très courte durée",355.4,122.5,380.0,128.87,391.82,128.9
09C081,"Interventions sur la région anale et périanale, niveau 1",1251.3,529.2,1339.0,556.86,1379.38,556.9
09C082,"Interventions sur la région anale et périanale, niveau 2",3420.8,1358.9,3659.0,1429.89,3770.87,1429.9
09C083,"Interventions sur la région anale et périanale, niveau 3",4056.2,1788.5,4339.0,1881.96,4471.4,1882.0
09C084,"Interventions sur la région anale et périanale, niveau 4",6076.2,2415.4,6500.0,2541.54,6698.09,2541.5
09C08J,"Interventions sur la région anale et périanale, en ambulatoire",1251.3,529.2,1339.0,556.86,1379.38,556.9
09C091,"Interventions plastiques en dehors de la chirurgie esthétique, niveau 1",2670.0,576.2,2856.0,606.31,2943.31,606.3
09C092,"Interventions plastiques en dehors de la chirurgie esthétique, niveau 2",4762.2,1946.3,5094.0,2048.0,5249.65,2048.0
09C093,"Interventions plastiques en dehors de la chirurgie esthétique, niveau 3",7421.6,2587.5,7939.0,2722.61,8181.14,2722.6
09C094,"Interventions plastiques en dehors de la chirurgie esthétique, niveau 4",14684.9,4179.2,15708.0,4397.47,16187.93,4397.5
09C131,"Interventions pour condylomes anogénitaux, niveau 1",906.9,330.5,970.0,347.74,999.76,347.7
09C132,"Interventions pour condylomes anogénitaux, niveau 2",2677.7,1452.3,2864.0,1528.13,2951.76,1528.1
09C133,"Interventions pour condylomes anogénitaux, niveau 3",4805.3,2606.2,5140.0,2742.33,5297.16,2742.3
09C134,"Interventions pour condylomes anogénitaux, niveau 4",8046.2,4363.9,8607.0,4591.86,8869.74,4591.9
09C13J,"Interventions pour condylomes anogénitaux, en ambulatoire",906.9,330.5,970.0,347.74,999.76,347.7
09C141,"Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 1",2394.3,933.2,2561.0,981.96,2639.4,982.0
09C142,"Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 2",5674.8,2206.0,6070.0,2321.18,6255.57,2321.2
09C143,"Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 3",8943.0,3049.1,9566.0,3208.32,9858.33,3208.3
09C144,"Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 4",12617.9,4240.4,13497.0,4461.86,13909.31,4461.9
09C14J,"Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, en ambulatoire",2394.3,933.2,2561.0,981.96,2639.4,982.0
09C161,"Mastectomies totales avec reconstructions complexes, niveau 1",8429.5,3784.6,9017.0,3982.32,9292.28,3982.3
09C162,"Mastectomies totales avec reconstructions complexes, niveau 2",11455.3,4973.0,12254.0,5232.77,12627.71,5232.8
09C163,"Mastectomies totales avec reconstructions complexes, niveau 3",22518.5,1426.0,24088.0,1500.52,24823.29,1500.5
09C164,"Mastectomies totales avec reconstructions complexes, niveau 4",30480.5,1426.0,32605.0,1500.52,33600.19,1500.5
09C171,"Reconstructions complexes isolées, niveau 1",7437.1,2576.1,7955.0,2710.68,8198.3,2710.7
09C172,"Reconstructions complexes isolées, niveau 2",10119.8,3299.5,10825.0,3471.86,11155.52,3471.9
09C173,"Reconstructions complexes isolées, niveau 3",19184.5,4138.6,20521.0,4354.81,21148.0,4354.8
09C174,"Reconstructions complexes isolées, niveau 4",27826.8,994.9,29766.0,1046.87,30674.88,1046.9
09C181,"Interventions majeures pour tumeur maligne du sein avec reconstruction prothétique, niveau 1",5364.3,994.9,5738.0,1046.87,5913.31,1046.9
09C182,"Interventions majeures pour tumeur maligne du sein avec reconstruction prothétique, niveau 2",6857.4,2145.0,7335.0,2257.04,7559.27,2257.0
09C183,"Interventions majeures pour tumeur maligne du sein avec reconstruction prothétique, niveau 3",7900.3,2868.4,8451.0,3018.21,8708.88,3018.2
09C184,"Interventions majeures pour tumeur maligne du sein avec reconstruction prothétique, niveau 4",11086.0,3707.5,11859.0,3901.16,12220.69,3901.2
09C191,"Interventions majeures pour tumeur maligne du sein, niveau 1",3657.3,860.1,3912.0,905.05,4031.66,905.1
09C192,"Interventions majeures pour tumeur maligne du sein, niveau 2",4822.0,860.1,5158.0,905.05,5315.53,905.1
09C193,"Interventions majeures pour tumeur maligne du sein, niveau 3",6536.0,1978.1,6991.0,2081.43,7204.93,2081.4
09C194,"Interventions majeures pour tumeur maligne du sein, niveau 4",11527.6,2312.7,12331.0,2433.48,12707.44,2433.5
09C201,"Autres interventions pour tumeur maligne du sein, niveau 1",2475.1,1671.1,2648.0,1758.39,2728.42,1758.4
09C202,"Autres interventions pour tumeur maligne du sein, niveau 2",4171.3,1671.1,4462.0,1758.39,4598.2,1758.4
09C203,"Autres interventions pour tumeur maligne du sein, niveau 3",5689.3,2821.2,6086.0,2968.56,6271.55,2968.6
09C204,"Autres interventions pour tumeur maligne du sein, niveau 4",8580.7,3544.6,9179.0,3729.73,9458.91,3729.7
09C20J,"Autres interventions pour tumeur maligne du sein, en ambulatoire",2475.1,3185.8,2648.0,3352.15,2728.42,3352.2
09C211,"Interventions majeures hors tumeur maligne du sein, niveau 1",3090.4,4383.7,3306.0,4612.68,3406.74,4612.7
09C212,"Interventions majeures hors tumeur maligne du sein, niveau 2",4532.2,430.0,4848.0,452.45,4996.01,452.5
09C213,"Interventions majeures hors tumeur maligne du sein, niveau 3",5993.8,430.0,6411.0,452.45,6607.27,452.5
09C214,"Interventions majeures hors tumeur maligne du sein, niveau 4",10125.3,430.0,10831.0,452.45,11161.57,452.5
09C221,"Autres interventions hors tumeur maligne du sein, niveau 1",1517.6,430.0,1623.0,452.45,1672.97,452.5
09C222,"Autres interventions hors tumeur maligne du sein, niveau 2",3570.5,253.0,3819.0,266.2,3935.96,266.2
09C223,"Autres interventions hors tumeur maligne du sein, niveau 3",8354.1,1721.4,8936.0,1811.27,9209.11,1811.3
09C224,"Autres interventions hors tumeur maligne du sein, niveau 4",9192.9,1721.4,9834.0,1811.27,10133.77,1811.3
09C22J,"Autres interventions hors tumeur maligne du sein, en ambulatoire",1517.6,430.0,1623.0,452.45,1672.97,452.5
09C231,"Interventions majeures pour tumeur maligne de la peau, niveau 1",2696.4,1721.4,2884.0,1811.27,2972.38,1811.3
09C232,"Interventions majeures pour tumeur maligne de la peau, niveau 2",5233.7,1350.8,5598.0,1421.39,5769.39,1421.4
09C233,"Interventions majeures pour tumeur maligne de la peau, niveau 3",9369.6,1350.8,10023.0,1421.39,10328.59,1421.4
09C234,"Interventions majeures pour tumeur maligne de la peau, niveau 4",13504.5,1350.8,14446.0,1421.39,14886.68,1421.4
09C23J,"Interventions majeures pour tumeur maligne de la peau, en ambulatoire",2696.4,1721.4,2884.0,1811.27,2972.38,1811.3
09C241,"Interventions intermédiaires pour tumeur maligne de la peau, niveau 1",1607.7,1043.7,1720.0,1098.19,1772.19,1098.2
09C242,"Interventions intermédiaires pour tumeur maligne de la peau, niveau 2",5168.6,1043.7,5529.0,1098.19,5697.58,1098.2
09C243,"Interventions intermédiaires pour tumeur maligne de la peau, niveau 3",8741.5,1043.7,9351.0,1098.19,9636.14,1098.2
09C244,"Interventions intermédiaires pour tumeur maligne de la peau, niveau 4",13497.2,1043.7,14438.0,1098.19,14878.62,1098.2
09C24J,"Interventions intermédiaires pour tumeur maligne de la peau, en ambulatoire",1607.7,1350.8,1720.0,1421.39,1772.19,1421.4
09C251,"Autres interventions pour tumeur maligne de la peau, niveau 1",1250.8,873.2,1338.0,918.78,1378.86,918.8
09C252,"Autres interventions pour tumeur maligne de la peau, niveau 2",3632.9,873.2,3886.0,918.78,4004.77,918.8
09C253,"Autres interventions pour tumeur maligne de la peau, niveau 3",8580.5,873.2,9178.0,918.78,9458.69,918.8
09C254,"Autres interventions pour tumeur maligne de la peau, niveau 4",13145.1,403.7,14061.0,424.8,14490.49,424.8
09C25J,"Autres interventions pour tumeur maligne de la peau, en ambulatoire",1250.8,873.2,1338.0,918.78,1378.86,918.8
09C261,"Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 1",1128.0,403.7,1207.0,424.8,1243.44,424.8
09C262,"Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 2",3464.2,403.7,3706.0,424.8,3818.76,424.8
09C263,"Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 3",8673.0,403.7,9277.0,424.8,9560.71,424.8
09C264,"Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 4",12358.7,629.2,13220.0,662.07,13623.6,662.1
09C26J,"Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, en ambulatoire",1128.0,403.7,1207.0,424.8,1243.44,424.8
09C271,"Interventions d'exérèse ou de greffe pour infection, niveau 1",2180.7,629.2,2333.0,662.07,2403.94,662.1
09C272,"Interventions d'exérèse ou de greffe pour infection, niveau 2",5036.6,629.2,5388.0,662.07,5552.13,662.1
09C273,"Interventions d'exérèse ou de greffe pour infection, niveau 3",8294.9,629.2,8873.0,662.07,9143.83,662.1
09C274,"Interventions d'exérèse ou de greffe pour infection, niveau 4",12909.0,331.1,13809.0,348.44,14230.17,348.4
09C281,"Interventions majeures d'exérèse ou de greffe, niveau 1",3165.8,331.1,3386.0,348.44,3489.86,348.4
09C282,"Interventions majeures d'exérèse ou de greffe, niveau 2",6429.3,331.1,6877.0,348.44,7087.32,348.4
09C283,"Interventions majeures d'exérèse ou de greffe, niveau 3",11449.0,331.1,12247.0,348.44,12620.84,348.4
09C284,"Interventions majeures d'exérèse ou de greffe, niveau 4",16630.5,476.1,17789.0,500.91,18332.63,500.9
09C28J,"Interventions majeures d'exérèse ou de greffe, en ambulatoire",3165.8,331.1,3386.0,348.44,3489.86,348.4
09C291,"Interventions intermédiaires d'exérèse ou de greffe, niveau 1",1379.1,476.1,1475.0,500.91,1520.3,500.9
09C292,"Interventions intermédiaires d'exérèse ou de greffe, niveau 2",4144.9,476.1,4434.0,500.91,4569.18,500.9
09C293,"Interventions intermédiaires d'exérèse ou de greffe, niveau 3",6620.9,476.1,7082.0,500.91,7298.58,500.9
09C294,"Interventions intermédiaires d'exérèse ou de greffe, niveau 4",10421.7,319.5,11148.0,336.14,11488.39,336.1
09C29J,"Interventions intermédiaires d'exérèse ou de greffe, en ambulatoire",1379.1,476.1,1475.0,500.91,1520.3,500.9
09C301,"Exérèse de lésions fasciales ou sousfasciales des tissus mous, niveau 1",1484.6,319.5,1588.0,336.14,1636.59,336.1
09C302,"Exérèse de lésions fasciales ou sousfasciales des tissus mous, niveau 2",4138.4,319.5,4427.0,336.14,4562.0,336.1
09C303,"Exérèse de lésions fasciales ou sousfasciales des tissus mous, niveau 3",7508.8,319.5,8032.0,336.14,8277.3,336.1
09C304,"Exérèse de lésions fasciales ou sousfasciales des tissus mous, niveau 4",12074.9,276.3,12916.0,290.76,13310.8,290.8
09C30J,"Exérèse de lésions fasciales ou sousfasciales des tissus mous, en ambulatoire",1484.6,319.5,1588.0,336.14,1636.59,336.1
09C311,"Autres interventions d'exérèse ou de greffe, niveau 1",1268.7,276.3,1357.0,290.76,1398.55,290.8
09C312,"Autres interventions d'exérèse ou de greffe, niveau 2",3814.3,276.3,4080.0,290.76,4204.71,290.8
09C313,"Autres interventions d'exérèse ou de greffe, niveau 3",5578.9,276.3,5968.0,290.76,6149.88,290.8
09C314,"Autres interventions d'exérèse ou de greffe, niveau 4",10077.9,277.6,10780.0,292.09,11109.37,292.1
09C31J,"Autres interventions d'exérèse ou de greffe, en ambulatoire",1268.7,276.3,1357.0,290.76,1398.55,290.8
09C321,"Chirurgie superficielle des orifices sensoriels de la face, niveau 1",1332.1,277.6,1425.0,292.09,1468.45,292.1
09C322,"Chirurgie superficielle des orifices sensoriels de la face, niveau 2",4491.0,277.6,4804.0,292.09,4950.66,292.1
09C323,"Chirurgie superficielle des orifices sensoriels de la face, niveau 3",8402.4,277.6,8988.0,292.09,9262.37,292.1
09C324,"Chirurgie superficielle des orifices sensoriels de la face, niveau 4",13707.5,279.5,14663.0,294.11,15110.46,294.1
09C32J,"Chirurgie superficielle des orifices sensoriels de la face, en ambulatoire",1332.1,277.6,1425.0,292.09,1468.45,292.1
09C331,"Autres interventions majeures de la CMD09, niveau 1",2148.8,279.5,2299.0,294.11,2368.73,294.1
09C332,"Autres interventions majeures de la CMD09, niveau 2",4849.2,279.5,5187.0,294.11,5345.47,294.1
09C333,"Autres interventions majeures de la CMD09, niveau 3",7852.3,279.5,8400.0,294.11,8655.99,294.1
09C334,"Autres interventions majeures de la CMD09, niveau 4",11558.0,546.7,12363.0,575.28,12741.0,575.3
09C341,"Autres interventions de la CMD09, niveau 1",1604.5,546.7,1716.0,575.28,1768.69,575.3
09C342,"Autres interventions de la CMD09, niveau 2",4371.0,546.7,4676.0,575.28,4818.35,575.3
09C343,"Autres interventions de la CMD09, niveau 3",7419.2,546.7,7936.0,575.28,8178.52,575.3
09C344,"Autres interventions de la CMD09, niveau 4",10615.6,309.5,11355.0,325.61,11702.1,325.6
09C34J,"Autres interventions de la CMD09, en ambulatoire",1604.5,546.7,1716.0,575.28,1768.69,575.3
09K02J,"Affections de la peau, des tissus sous-cutanés et des seins sans acte opératoire de la CMD 09, avec anesthésie, en ambulatoire",801.6,331.1,857.0,348.43,883.67,348.4
09M021,"Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 1",999.3,506.2,1069.0,532.68,1130.64,546.8
09M022,"Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 2",3158.7,1432.3,3379.0,1507.11,3574.03,1546.9
09M023,"Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 3",4092.1,2111.6,4377.0,2221.93,4630.14,2280.7
09M024,"Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 4",4994.2,2857.6,5342.0,3006.9,5650.89,3086.4
09M02T,"Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, très courte durée",355.4,201.3,380.0,211.78,391.82,211.8
09M031,"Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 1",807.2,518.3,863.0,545.4,913.33,559.8
09M032,"Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 2",2766.7,1890.9,2959.0,1989.68,3130.46,2042.3
09M033,"Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3",4080.4,2398.1,4365.0,2523.38,4616.89,2590.1
09M034,"Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4",5863.8,4000.7,6272.0,4209.68,6634.72,4320.9
09M03T,"Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée",355.4,201.3,380.0,211.78,391.82,211.8
