GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
15M07B;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), avec autre problème significatif;3 416,50 €;2 330,90 €
15M07C;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), avec problème majeur ou sévère;4 871,40 €;1 254,00 €
15M08A;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), sans problème significatif;2 352,90 €;1 671,30 €
15M08B;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), avec autre problème significatif;3 532,20 €;2 685,40 €
15M08C;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), avec problème majeur ou sévère;5 398,30 €;1 269,90 €
15M09A;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), sans problème significatif;3 106,50 €;1 639,70 €
15M09B;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), avec autre problème significatif;4 314,90 €;2 274,20 €
15M09C;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), avec problème majeur ou sévère;6 329,60 €;1 152,70 €
15M10A;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), sans problème significatif;4 274,60 €;1 449,30 €
15M10B;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), avec autre problème significatif;4 688,20 €;1 621,80 €
15M10C;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), avec problème majeur ou sévère;5 449,90 €;1 415,80 €
15M11A;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), sans problème significatif;4 380,40 €;1 953,80 €
15M11B;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), avec autre problème significatif;5 517,10 €;2 227,70 €
15M11C;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), avec problème majeur ou sévère;5 774,60 €;2 908,00 €
15M12A;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), sans problème significatif;4 871,30 €;3 328,50 €
15M12B;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), avec problème significatif;5 597,80 €;3 720,20 €
15M13A;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), sans problème significatif;4 372,40 €;5 164,50 €
15M13B;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), avec problème significatif;5 323,90 €;2 086,70 €
15M14A;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), sans problème significatif;5 152,00 €;9 591,70 €
15M14B;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), avec problème significatif;7 740,80 €;1 894,20 €
16C021;Interventions sur la rate, niveau 1;5 281,60 €;3 184,50 €
16C022;Interventions sur la rate, niveau 2;7 024,30 €;5 195,20 €
16C023;Interventions sur la rate, niveau 3;11 391,00 €;11 452,70 €
16C024;Interventions sur la rate, niveau 4;24 244,80 €;670,20 €
16C031;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 1;1 736,60 €;2 443,50 €
16C032;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 2;5 273,00 €;4 873,20 €
16C033;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 3;9 784,50 €;10 300,30 €
16C034;Autres interventions pour affections du sang et des organes hématopoïétiques, niveau 4;19 716,90 €;670,20 €
16C03J;Autres interventions pour affections du sang et des organes hématopoïétiques, en ambulatoire;1 736,60 €;1 118,30 €
16M061;Affections de la rate, niveau 1;3 438,00 €;1 522,80 €
16M062;Affections de la rate, niveau 2;4 808,80 €;1 757,40 €
16M063;Affections de la rate, niveau 3;8 202,60 €;3 085,90 €
16M064;Affections de la rate, niveau 4;16 660,40 €;222,90 €
16M06T;Affections de la rate, très courte durée;785,20 €;122,50 €
16M06T;Affections de la rate, très courte durée;469,90 €;857,70 €
16M071;Donneurs de moelle, niveau 1;1 253,90 €;285,40 €
16M071;Donneurs de moelle, niveau 1;750,10 €;1 702,30 €
16M072;Donneurs de moelle, niveau 2;2 598,40 €;2 619,20 €
16M073;Donneurs de moelle, niveau 3;4 313,10 €;3 255,20 €
16M074;Donneurs de moelle, niveau 4;5 864,60 €;587,20 €
16M081;Déficits immunitaires, niveau 1;724,10 €;238,50 €
16M081;Déficits immunitaires, niveau 1;304,20 €;1 201,50 €
16M082;Déficits immunitaires, niveau 2;3 094,60 €;1 992,10 €
16M083;Déficits immunitaires, niveau 3;3 896,40 €;2 853,60 €
16M084;Déficits immunitaires, niveau 4;6 042,30 €;841,60 €
16M091;Autres affections du système réticuloendothélial ou immunitaire, niveau 1;1 460,60 €;1 602,20 €
16M092;Autres affections du système réticuloendothélial ou immunitaire, niveau 2;3 690,80 €;2 481,50 €
16M093;Autres affections du système réticuloendothélial ou immunitaire, niveau 3;6 185,50 €;3 584,20 €
16M094;Autres affections du système réticuloendothélial ou immunitaire, niveau 4;10 069,70 €;360,40 €
16M09T;Autres affections du système réticuloendothélial ou immunitaire, très courte durée;734,40 €;201,30 €
16M09T;Autres affections du système réticuloendothélial ou immunitaire, très courte durée;406,70 €;1 383,30 €
16M101;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;2 362,10 €;2 491,70 €
16M102;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;4 425,30 €;4 640,10 €
16M103;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;7 614,30 €;5 065,90 €
16M104;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;12 421,00 €;256,20 €
16M10T;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;799,30 €;122,50 €
16M10T;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;355,40 €;1 222,20 €
16M111;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 1;2 126,60 €;2 178,20 €
16M112;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 2;3 932,70 €;3 301,80 €
16M113;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 3;5 359,70 €;4 761,60 €
16M114;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, niveau 4;6 824,20 €;515,00 €
16M11T;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;920,60 €;238,50 €
16M11T;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée;406,70 €;796,20 €
16M121;Purpuras, niveau 1;1 823,40 €;1 824,00 €
16M122;Purpuras, niveau 2;3 774,10 €;2 796,40 €
16M123;Purpuras, niveau 3;5 607,70 €;5 398,60 €
16M124;Purpuras, niveau 4;6 983,90 €;213,80 €
16M12T;Purpuras, très courte durée;646,20 €;122,50 €
16M12T;Purpuras, très courte durée;355,40 €;554,10 €
16M131;Autres troubles de la coagulation, niveau 1;988,20 €;1 993,70 €
16M132;Autres troubles de la coagulation, niveau 2;3 447,60 €;2 727,50 €
16M133;Autres troubles de la coagulation, niveau 3;5 927,10 €;4 488,70 €
16M134;Autres troubles de la coagulation, niveau 4;8 221,00 €;554,10 €
16M13T;Autres troubles de la coagulation, très courte durée;988,20 €;285,40 €
16M13T;Autres troubles de la coagulation, très courte durée;355,40 €;494,30 €
16M14Z;Explorations et surveillance pour affections du sang et des organes hématopoïétiques;761,90 €;201,30 €
16M14Z;Explorations et surveillance pour affections du sang et des organes hématopoïétiques;355,40 €;238,50 €
16M15T;Symptômes et autres recours aux soins de la CMD 16, très courte durée;355,40 €;502,90 €
16M15T;Symptômes et autres recours aux soins de la CMD 16, très courte durée;788,10 €;1 054,70 €
16M15Z;Symptômes et autres recours aux soins de la CMD 16;2 242,90 €;1 962,40 €
16M161;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;2 294,10 €;3 628,50 €
16M162;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;4 361,50 €;5 893,50 €
16M163;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;8 338,20 €;8 442,40 €
16M164;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;12 147,10 €;285,40 €
16M16T;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;406,70 €;539,70 €
16M16T;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;797,70 €;1 087,80 €
16M171;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 1;2 024,20 €;1 940,20 €
16M172;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 2;4 227,40 €;3 649,70 €
16M173;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 3;6 261,20 €;5 228,30 €
16M174;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, niveau 4;9 885,90 €;201,30 €
16M17T;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;355,40 €;417,80 €
16M17T;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée;871,80 €;122,50 €
16M181;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 1;469,90 €;289,50 €
16M181;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 1;1 038,20 €;501,30 €
16M182;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 2;2 067,10 €;865,10 €
16M183;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 3;2 121,50 €;2 057,00 €
16M184;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 4;2 938,40 €;2 901,30 €
17C061;Interventions majeures de la CMD17, niveau 1;6 629,20 €;4 341,70 €
17C062;Interventions majeures de la CMD17, niveau 2;9 412,80 €;6 681,30 €
17C063;Interventions majeures de la CMD17, niveau 3;14 652,70 €;12 611,70 €
17C064;Interventions majeures de la CMD17, niveau 4;28 282,60 €;1 483,70 €
17C071;Interventions intermédiaires de la CMD17, niveau 1;3 927,50 €;2 624,20 €
17C072;Interventions intermédiaires de la CMD17, niveau 2;5 921,00 €;4 860,90 €
17C073;Interventions intermédiaires de la CMD17, niveau 3;11 371,10 €;10 363,80 €
17C074;Interventions intermédiaires de la CMD17, niveau 4;23 215,60 €;661,90 €
17C081;Interventions mineures de la CMD17, niveau 1;1 599,60 €;2 537,70 €
17C082;Interventions mineures de la CMD17, niveau 2;5 228,60 €;4 718,50 €
17C083;Interventions mineures de la CMD17, niveau 3;11 523,60 €;10 600,90 €
17C084;Interventions mineures de la CMD17, niveau 4;23 842,80 €;661,90 €
17C08J;Interventions mineures de la CMD17, en ambulatoire;1 599,60 €;2 922,10 €
17K041;Autres irradiations, niveau 1;3 348,30 €;4 250,30 €
17K041;Autres irradiations, niveau 1;4 631,20 €;6 272,90 €
17K041;Autres irradiations, niveau 1;6 176,30 €;1 214,90 €
17K041;Autres irradiations, niveau 1;1 705,00 €;3 031,10 €
17K042;Autres irradiations, niveau 2;5 018,10 €;3 915,40 €
17K043;Autres irradiations, niveau 3;7 404,50 €;5 841,90 €
17K044;Autres irradiations, niveau 4;12 049,80 €;4 350,90 €
17K051;Curiethérapies de la prostate par implants permanents, niveau 1;5 595,80 €;5 477,60 €
17K052;Curiethérapies de la prostate par implants permanents, niveau 2;6 698,00 €;6 890,30 €
17K053;Curiethérapies de la prostate par implants permanents, niveau 3;10 401,80 €;10 707,50 €
17K054;Curiethérapies de la prostate par implants permanents, niveau 4;15 666,40 €;363,40 €
17K07J;Affections myéloprolifératives et tumeurs de siège imprécis sans acte opératoire, avec anesthésie, en ambulatoire;731,20 €;2 178,70 €
17K081;Autres curiethérapies, niveau 1;5 022,10 €;2 947,80 €
17K082;Autres curiethérapies, niveau 2;6 852,70 €;5 033,10 €
17K083;Autres curiethérapies, niveau 3;11 800,60 €;7 427,70 €
17K084;Autres curiethérapies, niveau 4;17 414,90 €;971,70 €
17K091;Irradiations internes, niveau 1;2 304,00 €;1 425,60 €
17K092;Irradiations internes, niveau 2;3 353,20 €;2 434,00 €
17K093;Irradiations internes, niveau 3;5 739,40 €;3 592,10 €
17K094;Irradiations internes, niveau 4;8 470,00 €;1 218,40 €
17M051;Chimiothérapie pour leucémie aigüe, niveau 1;2 489,60 €;122,50 €
17M051;Chimiothérapie pour leucémie aigüe, niveau 1;406,70 €;3 243,30 €
17M052;Chimiothérapie pour leucémie aigüe, niveau 2;5 640,30 €;7 593,00 €
17M053;Chimiothérapie pour leucémie aigüe, niveau 3;9 425,60 €;10 873,00 €
17M054;Chimiothérapie pour leucémie aigüe, niveau 4;22 286,80 €;1 455,90 €
17M061;Chimiothérapie pour autre tumeur, niveau 1;2 314,20 €;2 125,10 €
17M062;Chimiothérapie pour autre tumeur, niveau 2;2 998,30 €;3 477,10 €
17M063;Chimiothérapie pour autre tumeur, niveau 3;4 812,70 €;4 560,10 €
17M064;Chimiothérapie pour autre tumeur, niveau 4;8 928,80 €;573,90 €
17M06T;Chimiothérapie pour autre tumeur, très courte durée;930,20 €;201,30 €
17M06T;Chimiothérapie pour autre tumeur, très courte durée;304,20 €;1 372,30 €
17M081;Leucémies aigües, âge inférieur à 18 ans, niveau 1;2 665,50 €;10 609,70 €
17M082;Leucémies aigües, âge inférieur à 18 ans, niveau 2;9 951,20 €;15 485,00 €
17M083;Leucémies aigües, âge inférieur à 18 ans, niveau 3;19 721,90 €;16 930,60 €
17M084;Leucémies aigües, âge inférieur à 18 ans, niveau 4;37 932,00 €;285,40 €
17M08T;Leucémies aigües, âge inférieur à 18 ans, très courte durée;406,70 €;616,30 €
17M08T;Leucémies aigües, âge inférieur à 18 ans, très courte durée;806,90 €;1 176,80 €
17M091;Leucémies aigües, âge supérieur à 17 ans, niveau 1;2 100,10 €;4 768,50 €
17M092;Leucémies aigües, âge supérieur à 17 ans, niveau 2;5 675,00 €;8 308,20 €
17M093;Leucémies aigües, âge supérieur à 17 ans, niveau 3;13 101,40 €;11 060,60 €
17M094;Leucémies aigües, âge supérieur à 17 ans, niveau 4;26 946,60 €;168,30 €
17M09T;Leucémies aigües, âge supérieur à 17 ans, très courte durée;406,70 €;341,20 €
17M09T;Leucémies aigües, âge supérieur à 17 ans, très courte durée;773,30 €;152,30 €
17M14Z;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus;355,40 €;359,10 €
17M14Z;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus;715,10 €;1 008,30 €
17M151;Lymphomes et autres affections malignes lymphoïdes, niveau 1;1 718,00 €;3 319,90 €
17M152;Lymphomes et autres affections malignes lymphoïdes, niveau 2;4 890,30 €;4 545,60 €
17M153;Lymphomes et autres affections malignes lymphoïdes, niveau 3;8 985,60 €;6 646,40 €
17M154;Lymphomes et autres affections malignes lymphoïdes, niveau 4;15 501,40 €;122,50 €
17M15T;Lymphomes et autres affections malignes lymphoïdes, très courte durée;406,70 €;262,70 €
17M15T;Lymphomes et autres affections malignes lymphoïdes, très courte durée;828,30 €;784,50 €
17M161;Hémopathies myéloïdes chroniques, niveau 1;1 645,80 €;1 813,60 €
17M162;Hémopathies myéloïdes chroniques, niveau 2;4 137,70 €;3 290,90 €
17M163;Hémopathies myéloïdes chroniques, niveau 3;6 931,80 €;7 116,60 €
17M164;Hémopathies myéloïdes chroniques, niveau 4;14 249,10 €;168,30 €
17M16T;Hémopathies myéloïdes chroniques, très courte durée;406,70 €;340,40 €
17M16T;Hémopathies myéloïdes chroniques, très courte durée;792,70 €;822,10 €
17M171;Autres affections et tumeurs de siège imprécis ou diffus, niveau 1;1 582,80 €;2 053,20 €
17M172;Autres affections et tumeurs de siège imprécis ou diffus, niveau 2;4 421,50 €;3 378,40 €
17M173;Autres affections et tumeurs de siège imprécis ou diffus, niveau 3;7 700,30 €;6 368,20 €
17M174;Autres affections et tumeurs de siège imprécis ou diffus, niveau 4;14 177,60 €;285,40 €
17M17T;Autres affections et tumeurs de siège imprécis ou diffus, très courte durée;469,90 €;822,10 €
17M17T;Autres affections et tumeurs de siège imprécis ou diffus, très courte durée;1 582,80 €;735,60 €
18C021;Interventions pour maladies infectieuses ou parasitaires, niveau 1;2 238,50 €;3 022,60 €
18C022;Interventions pour maladies infectieuses ou parasitaires, niveau 2;7 864,30 €;4 410,10 €
18C023;Interventions pour maladies infectieuses ou parasitaires, niveau 3;14 584,60 €;6 929,70 €
18C024;Interventions pour maladies infectieuses ou parasitaires, niveau 4;24 180,90 €;735,60 €
18C02J;Interventions pour maladies infectieuses ou parasitaires, en ambulatoire;2 238,50 €;351,50 €
18M021;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 1;1 010,70 €;122,50 €
18M021;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 1;406,70 €;1 171,80 €
18M022;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 2;2 594,90 €;1 862,70 €
18M023;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 3;4 416,10 €;2 856,80 €
18M024;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 4;6 686,20 €;702,10 €
18M031;Maladies virales, âge supérieur à 17 ans, niveau 1;1 861,30 €;1 181,00 €
18M032;Maladies virales, âge supérieur à 17 ans, niveau 2;3 215,30 €;2 145,50 €
18M033;Maladies virales, âge supérieur à 17 ans, niveau 3;5 886,90 €;2 720,40 €
18M034;Maladies virales, âge supérieur à 17 ans, niveau 4;10 007,40 €;188,20 €
18M03T;Maladies virales, âge supérieur à 17 ans, très courte durée;661,70 €;122,50 €
18M03T;Maladies virales, âge supérieur à 17 ans, très courte durée;304,20 €;801,60 €
18M041;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 1;1 728,80 €;1 390,80 €
18M042;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 2;3 003,20 €;2 098,30 €
18M043;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 3;4 783,20 €;3 153,20 €
18M044;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 4;7 400,40 €;380,60 €
18M04T;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée;665,80 €;168,30 €
18M04T;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée;304,20 €;1 088,50 €
18M061;Sepsis, âge inférieur à 18 ans, niveau 1;2 447,10 €;285,40 €
18M061;Sepsis, âge inférieur à 18 ans, niveau 1;469,90 €;3 092,30 €
18M062;Sepsis, âge inférieur à 18 ans, niveau 2;5 037,60 €;3 788,20 €
18M063;Sepsis, âge inférieur à 18 ans, niveau 3;7 388,10 €;5 809,90 €
18M064;Sepsis, âge inférieur à 18 ans, niveau 4;11 564,60 €;1 328,20 €
18M071;Sepsis, âge supérieur à 17 ans, niveau 1;2 456,00 €;2 385,50 €
18M072;Sepsis, âge supérieur à 17 ans, niveau 2;4 541,40 €;3 338,90 €
18M073;Sepsis, âge supérieur à 17 ans, niveau 3;7 659,20 €;5 655,20 €
18M074;Sepsis, âge supérieur à 17 ans, niveau 4;10 641,00 €;203,20 €
18M07T;Sepsis, âge supérieur à 17 ans, très courte durée;925,60 €;122,50 €
18M07T;Sepsis, âge supérieur à 17 ans, très courte durée;355,40 €;614,40 €
18M091;Paludisme, niveau 1;1 649,10 €;1 410,80 €
18M092;Paludisme, niveau 2;2 536,60 €;2 335,90 €
18M093;Paludisme, niveau 3;4 249,60 €;4 800,90 €
18M094;Paludisme, niveau 4;7 054,50 €;122,50 €
18M09T;Paludisme, très courte durée;355,40 €;209,00 €
18M09T;Paludisme, très courte durée;683,00 €;651,40 €
18M101;Maladies infectieuses sévères, niveau 1;1 674,30 €;1 742,30 €
18M102;Maladies infectieuses sévères, niveau 2;3 870,70 €;2 168,90 €
18M103;Maladies infectieuses sévères, niveau 3;5 813,90 €;3 183,70 €
18M104;Maladies infectieuses sévères, niveau 4;9 050,30 €;173,20 €
18M10T;Maladies infectieuses sévères, très courte durée;750,50 €;122,50 €
18M10T;Maladies infectieuses sévères, très courte durée;406,70 €;909,70 €
18M111;Autres maladies infectieuses ou parasitaires, niveau 1;1 533,40 €;2 130,80 €
18M112;Autres maladies infectieuses ou parasitaires, niveau 2;3 183,80 €;3 732,70 €
18M113;Autres maladies infectieuses ou parasitaires, niveau 3;5 241,60 €;6 129,20 €
18M114;Autres maladies infectieuses ou parasitaires, niveau 4;7 978,60 €;152,30 €
18M11T;Autres maladies infectieuses ou parasitaires, très courte durée;355,40 €;311,20 €
18M11T;Autres maladies infectieuses ou parasitaires, très courte durée;670,40 €;533,70 €
18M12Z;Explorations et surveillance pour maladies infectieuses ou parasitaires;610,90 €;201,30 €
18M12Z;Explorations et surveillance pour maladies infectieuses ou parasitaires;355,40 €;553,40 €
18M13E;Affections de la CMD 18 avec décès : séjours de moins de 2 jours;861,20 €;201,30 €
18M14T;Symptômes et autres recours aux soins de la CMD 18, très courte durée;304,20 €;390,90 €
18M14T;Symptômes et autres recours aux soins de la CMD 18, très courte durée;584,90 €;911,60 €
18M14Z;Symptômes et autres recours aux soins de la CMD 18;3 592,30 €;122,50 €
18M151;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 1;355,40 €;782,50 €
18M151;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 1;1 993,60 €;949,40 €
18M152;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 2;2 837,90 €;1 184,50 €
18M153;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 3;3 716,40 €;1 376,00 €
18M154;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 4;4 817,20 €;10 448,70 €
19C021;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;26 119,10 €;780,00 €
19C021;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1;2 779,90 €;10 448,70 €
19C022;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 2;26 119,10 €;3 966,40 €
19C022;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 2;8 912,60 €;10 448,70 €
19C023;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 3;26 119,10 €;5 773,10 €
19C023;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 3;10 049,80 €;10 448,70 €
19C024;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 4;26 119,10 €;7 989,50 €
19C024;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 4;22 636,70 €;1 016,00 €
19M021;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 1;1 891,70 €;1 339,10 €
19M022;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 2;3 185,50 €;1 787,90 €
19M023;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 3;4 204,90 €;2 165,80 €
19M024;Troubles aigus de l'adaptation et du fonctionnement psychosocial, niveau 4;5 281,20 €;326,30 €
19M02T;Troubles aigus de l'adaptation et du fonctionnement psychosocial, très courte durée;560,70 €;168,30 €
19M02T;Troubles aigus de l'adaptation et du fonctionnement psychosocial, très courte durée;304,20 €;1 055,40 €
19M061;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 1;2 240,70 €;1 641,40 €
19M062;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 2;3 959,20 €;2 113,30 €
19M063;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 3;5 377,20 €;2 697,60 €
19M064;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 4;7 042,00 €;142,30 €
19M06T;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, très courte durée;669,00 €;122,50 €
19M06T;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, très courte durée;355,40 €;620,80 €
19M071;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 1;2 150,20 €;1 977,70 €
19M072;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 2;4 073,00 €;3 014,30 €
19M073;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 3;5 890,10 €;4 475,50 €
19M074;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, niveau 4;8 515,90 €;243,70 €
19M07T;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, très courte durée;682,50 €;122,50 €
19M07T;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, très courte durée;355,40 €;783,10 €
19M101;Névroses autres que les névroses dépressives, niveau 1;2 160,90 €;1 235,90 €
19M102;Névroses autres que les névroses dépressives, niveau 2;3 400,60 €;1 643,20 €
19M103;Névroses autres que les névroses dépressives, niveau 3;4 296,00 €;2 517,50 €
19M104;Névroses autres que les névroses dépressives, niveau 4;5 676,90 €;136,20 €
19M10T;Névroses autres que les névroses dépressives, très courte durée;617,90 €;122,50 €
19M10T;Névroses autres que les névroses dépressives, très courte durée;251,90 €;1 366,60 €
19M111;Névroses dépressives, niveau 1;2 189,40 €;1 655,20 €
19M112;Névroses dépressives, niveau 2;3 407,70 €;1 940,70 €
19M113;Névroses dépressives, niveau 3;4 510,50 €;2 451,50 €
19M114;Névroses dépressives, niveau 4;5 621,60 €;277,90 €
19M11T;Névroses dépressives, très courte durée;588,20 €;152,30 €
19M11T;Névroses dépressives, très courte durée;304,20 €;994,20 €
19M121;Anorexie mentale et boulimie, niveau 1;4 991,10 €;2 090,60 €
19M122;Anorexie mentale et boulimie, niveau 2;6 844,60 €;4 004,20 €
19M123;Anorexie mentale et boulimie, niveau 3;10 962,40 €;4 952,60 €
19M124;Anorexie mentale et boulimie, niveau 4;11 783,30 €;134,30 €
19M12T;Anorexie mentale et boulimie, très courte durée;672,40 €;122,50 €
19M12T;Anorexie mentale et boulimie, très courte durée;355,40 €;1 069,20 €
19M131;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 1;2 769,20 €;1 834,10 €
19M132;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 2;4 170,10 €;2 202,10 €
19M133;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 3;7 102,00 €;2 716,70 €
19M134;Autres troubles de la personnalité et du comportement avec réactions impulsives, niveau 4;10 609,90 €;289,70 €
19M13T;Autres troubles de la personnalité et du comportement avec réactions impulsives, très courte durée;624,20 €;152,30 €
19M13T;Autres troubles de la personnalité et du comportement avec réactions impulsives, très courte durée;251,90 €;1 385,30 €
19M141;Troubles bipolaires et syndromes dépressifs sévères, niveau 1;2 458,50 €;1 926,70 €
19M142;Troubles bipolaires et syndromes dépressifs sévères, niveau 2;4 099,70 €;2 534,40 €
19M143;Troubles bipolaires et syndromes dépressifs sévères, niveau 3;5 657,00 €;2 997,00 €
19M144;Troubles bipolaires et syndromes dépressifs sévères, niveau 4;7 164,50 €;122,50 €
19M14T;Troubles bipolaires et syndromes dépressifs sévères, très courte durée;304,20 €;251,30 €
19M14T;Troubles bipolaires et syndromes dépressifs sévères, très courte durée;621,30 €;1 103,60 €
19M151;Autres psychoses, âge supérieur à 79 ans, niveau 1;2 869,40 €;1 619,40 €
19M152;Autres psychoses, âge supérieur à 79 ans, niveau 2;4 852,30 €;1 762,70 €
