GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
03C062;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2;1 258,07;356,00 €
03C063;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3;1 258,07;356,00 €
03C064;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4;1 258,07;356,00 €
03C07J;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire;1 062,86;356,00 €
03C071;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1;1 062,86;534,50 €
03C072;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2;1 062,86;534,50 €
03C073;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3;1 062,86;534,50 €
03C074;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4;1 062,86;534,50 €
03C09J;Rhinoplasties, en ambulatoire;947,28;534,50 €
03C091;Rhinoplasties, niveau 1;947,28;2 890,40 €
03C092;Rhinoplasties, niveau 2;947,28;2 890,40 €
03C093;Rhinoplasties, niveau 3;947,28;2 890,40 €
03C094;Rhinoplasties, niveau 4;947,28;2 890,40 €
03C101;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;603,03;930,60 €
03C102;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;603,03;930,60 €
03C103;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;603,03;930,60 €
03C104;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;603,03;930,60 €
03C111;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;688,05;281,80 €
03C112;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;688,05;145,60 €
03C113;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;688,05;434,00 €
03C114;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;688,05;434,00 €
03C121;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;736,95;434,00 €
03C122;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;736,95;434,00 €
03C123;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;736,95;434,00 €
03C124;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;736,95;285,80 €
03C131;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;982,98;285,80 €
03C132;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;982,98;285,80 €
03C133;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;982,98;285,80 €
03C134;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;982,98;285,80 €
03C14J;Drains transtympaniques, âge inférieur à 18 ans, en ambulatoire;403,9;315,00 €
03C141;Drains transtympaniques, âge inférieur à 18 ans, niveau 1;403,9;315,00 €
03C142;Drains transtympaniques, âge inférieur à 18 ans, niveau 2;403,9;315,00 €
03C143;Drains transtympaniques, âge inférieur à 18 ans, niveau 3;403,9;315,00 €
03C144;Drains transtympaniques, âge inférieur à 18 ans, niveau 4;403,9;315,00 €
03C15J;Drains transtympaniques, âge supérieur à 17 ans, en ambulatoire;353,12;203,30 €
03C151;Drains transtympaniques, âge supérieur à 17 ans, niveau 1;353,12;193,20 €
03C152;Drains transtympaniques, âge supérieur à 17 ans, niveau 2;353,12;164,60 €
03C153;Drains transtympaniques, âge supérieur à 17 ans, niveau 3;353,12;164,60 €
03C154;Drains transtympaniques, âge supérieur à 17 ans, niveau 4;353,12;164,60 €
03C16J;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, en ambulatoire;1 168,32;164,60 €
03C161;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 1;1 168,32;164,60 €
03C162;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 2;1 168,32;163,90 €
03C163;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 3;1 168,32;163,90 €
03C164;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 4;1 168,32;163,90 €
03C17J;Interventions sur la bouche, en ambulatoire;811,41;163,90 €
03C171;Interventions sur la bouche, niveau 1;811,41;163,90 €
03C172;Interventions sur la bouche, niveau 2;811,41;255,60 €
03C173;Interventions sur la bouche, niveau 3;811,41;255,60 €
03C174;Interventions sur la bouche, niveau 4;811,41;255,60 €
03C181;Pose d'implants cochléaires, niveau 1;3 065,48;255,60 €
03C182;Pose d'implants cochléaires, niveau 2;3 065,48;255,60 €
03C183;Pose d'implants cochléaires, niveau 3;3 065,48;221,20 €
03C184;Pose d'implants cochléaires, niveau 4;3 065,48;221,20 €
03C19J;Ostéotomies de la face, en ambulatoire;2 369,30;221,20 €
03C191;Ostéotomies de la face, niveau 1;2 369,30;221,20 €
03C192;Ostéotomies de la face, niveau 2;2 369,30;221,20 €
03C193;Ostéotomies de la face, niveau 3;2 369,30;232,10 €
03C194;Ostéotomies de la face, niveau 4;2 369,30;232,10 €
03C20J;Interventions de reconstruction de l'oreille moyenne, en ambulatoire;1 226,13;232,10 €
03C201;Interventions de reconstruction de l'oreille moyenne, niveau 1;1 226,13;232,10 €
03C202;Interventions de reconstruction de l'oreille moyenne, niveau 2;1 226,13;232,10 €
03C203;Interventions de reconstruction de l'oreille moyenne, niveau 3;1 226,13;330,60 €
03C204;Interventions de reconstruction de l'oreille moyenne, niveau 4;1 226,13;330,60 €
03C21J;Interventions pour oreilles décollées, en ambulatoire;937,13;330,60 €
03C211;Interventions pour oreilles décollées, niveau 1;937,13;330,60 €
03C212;Interventions pour oreilles décollées, niveau 2;937,13;330,60 €
03C213;Interventions pour oreilles décollées, niveau 3;937,13;219,60 €
03C214;Interventions pour oreilles décollées, niveau 4;937,13;219,60 €
03C24J;Interventions sur les glandes salivaires, en ambulatoire;1 664,66;219,60 €
03C241;Interventions sur les glandes salivaires, niveau 1;1 664,66;219,60 €
03C242;Interventions sur les glandes salivaires, niveau 2;1 664,66;219,60 €
03C243;Interventions sur les glandes salivaires, niveau 3;1 664,66;236,70 €
03C244;Interventions sur les glandes salivaires, niveau 4;1 664,66;236,70 €
03C251;Interventions majeures sur la tête et le cou, niveau 1;6 674,68;236,70 €
03C252;Interventions majeures sur la tête et le cou, niveau 2;6 674,68;236,70 €
03C253;Interventions majeures sur la tête et le cou, niveau 3;6 674,68;236,70 €
03C254;Interventions majeures sur la tête et le cou, niveau 4;6 674,68;243,80 €
03C261;Autres interventions sur la tête et le cou, niveau 1;3 059,22;243,80 €
03C262;Autres interventions sur la tête et le cou, niveau 2;3 059,22;243,80 €
03C263;Autres interventions sur la tête et le cou, niveau 3;3 059,22;243,80 €
03C264;Autres interventions sur la tête et le cou, niveau 4;3 059,22;243,80 €
03C27J;Interventions sur les amygdales, en ambulatoire;603,03;191,10 €
03C28J;Interventions sur les végétations adénoïdes, en ambulatoire;325,01;191,10 €
03C29J;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, en ambulatoire;1 581,04;191,10 €
03C291;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 1;1 581,04;191,10 €
03C292;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 2;1 581,04;191,10 €
03C293;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 3;1 581,04;293,00 €
03C294;Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 4;1 581,04;293,00 €
03C30J;Interventions sur l'oreille externe, en ambulatoire;732,97;293,00 €
03C301;Interventions sur l'oreille externe, niveau 1;732,97;293,00 €
03C302;Interventions sur l'oreille externe, niveau 2;732,97;325,70 €
03C303;Interventions sur l'oreille externe, niveau 3;732,97;325,70 €
03C304;Interventions sur l'oreille externe, niveau 4;732,97;325,70 €
03K02J;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, en ambulatoire;766,09;325,70 €
03K021;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 1;766,09;337,30 €
03K022;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 2;766,09;169,70 €
03K023;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 3;766,09;169,70 €
03K024;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 4;766,09;1 943,30 €
03K03J;Séjours comprenant une endoscopie oto-rhino-laryngologique, en ambulatoire;432,41;1 943,30 €
03K04J;Séjours comprenant certains actes non opératoires de la CMD 03, en ambulatoire;350,03;1 943,30 €
03M02T;Traumatismes et déformations du nez, très courte durée;367,21;1 943,30 €
03M021;Traumatismes et déformations du nez, niveau 1;367,21;585,30 €
03M022;Traumatismes et déformations du nez, niveau 2;367,21;585,30 €
03M023;Traumatismes et déformations du nez, niveau 3;367,21;585,30 €
03M024;Traumatismes et déformations du nez, niveau 4;367,21;585,30 €
03M03T;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée;422,58;1 359,40 €
03M031;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1;422,58;1 359,40 €
03M032;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 2;422,58;1 359,40 €
03M033;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 3;422,58;1 359,40 €
03M034;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 4;422,58;170,10 €
03M04T;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée;572,39;120,00 €
03M041;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 1;572,39;120,00 €
03M042;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 2;572,39;120,00 €
03M043;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3;572,39;120,00 €
03M044;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 4;572,39;120,00 €
03M05T;Troubles de l'équilibre, très courte durée;385,28;228,60 €
03M051;Troubles de l'équilibre, niveau 1;385,28;228,60 €
03M052;Troubles de l'équilibre, niveau 2;385,28;228,60 €
03M053;Troubles de l'équilibre, niveau 3;385,28;228,60 €
03M054;Troubles de l'équilibre, niveau 4;385,28;228,60 €
03M06T;Epistaxis, très courte durée;396,15;346,50 €
03M061;Epistaxis, niveau 1;396,15;346,50 €
03M062;Epistaxis, niveau 2;396,15;346,50 €
03M063;Epistaxis, niveau 3;396,15;346,50 €
03M064;Epistaxis, niveau 4;396,15;234,40 €
03M07T;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, très courte durée;859,18;234,40 €
03M071;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, niveau 1;859,18;234,40 €
03M072;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, niveau 2;859,18;234,40 €
03M073;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, niveau 3;859,18;234,40 €
03M074;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, niveau 4;859,18;105,80 €
03M08T;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, très courte durée;443,07;105,80 €
03M081;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 1;443,07;105,80 €
03M082;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 2;443,07;105,80 €
03M083;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 3;443,07;105,80 €
03M084;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 4;443,07;107,50 €
03M09T;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, très courte durée;586,95;107,50 €
03M091;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 1;586,95;107,50 €
03M092;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 2;586,95;107,50 €
03M093;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 3;586,95;107,50 €
03M094;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 4;586,95;121,50 €
03M10T;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, très courte durée;920,88;121,50 €
03M101;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, niveau 1;920,88;121,50 €
03M102;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, niveau 2;920,88;121,50 €
03M103;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, niveau 3;920,88;121,50 €
03M104;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, niveau 4;920,88;253,70 €
03M11T;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, très courte durée;540,53;253,70 €
03M111;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, niveau 1;540,53;253,70 €
03M112;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, niveau 2;540,53;253,70 €
03M113;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, niveau 3;540,53;253,70 €
03M114;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, niveau 4;540,53;241,00 €
03M121;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1;1 106,91;241,00 €
03M122;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 2;1 106,91;241,00 €
03M123;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 3;1 106,91;241,00 €
03M124;Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans, niveau 4;1 106,91;241,00 €
03M131;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 1;713,44;253,20 €
03M132;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 2;713,44;253,20 €
03M133;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3;713,44;253,20 €
03M134;Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 4;713,44;253,20 €
03M14Z;Explorations et surveillance pour affections ORL;535,07;119,50 €
03M15T;Symptômes et autres recours aux soins de la CMD 03, très courte durée;414,24;119,50 €
03M15Z;Symptômes et autres recours aux soins de la CMD 03;414,24;119,50 €
04C021;Interventions majeures sur le thorax, niveau 1;4 312,05;119,50 €
04C022;Interventions majeures sur le thorax, niveau 2;4 312,05;119,50 €
04C023;Interventions majeures sur le thorax, niveau 3;4 312,05;104,10 €
04C024;Interventions majeures sur le thorax, niveau 4;4 312,05;104,10 €
04C031;Autres interventions chirurgicales sur le système respiratoire, niveau 1;1 438,67;104,10 €
04C032;Autres interventions chirurgicales sur le système respiratoire, niveau 2;1 438,67;104,10 €
04C033;Autres interventions chirurgicales sur le système respiratoire, niveau 3;1 438,67;104,10 €
04C034;Autres interventions chirurgicales sur le système respiratoire, niveau 4;1 438,67;118,20 €
04C041;Interventions sous thoracoscopie, niveau 1;2 874,99;118,20 €
04C042;Interventions sous thoracoscopie, niveau 2;2 874,99;118,20 €
04C043;Interventions sous thoracoscopie, niveau 3;2 874,99;118,20 €
04C044;Interventions sous thoracoscopie, niveau 4;2 874,99;118,20 €
04K02J;Séjours comprenant une endoscopie bronchique, en ambulatoire;503,36;171,70 €
04M02T;Bronchites et asthme, âge inférieur à 18 ans, très courte durée;399,06;171,70 €
04M021;Bronchites et asthme, âge inférieur à 18 ans, niveau 1;399,06;171,70 €
04M022;Bronchites et asthme, âge inférieur à 18 ans, niveau 2;399,06;171,70 €
04M023;Bronchites et asthme, âge inférieur à 18 ans, niveau 3;399,06;171,70 €
04M024;Bronchites et asthme, âge inférieur à 18 ans, niveau 4;399,06;234,00 €
04M03T;Bronchites et asthme, âge supérieur à 17 ans, très courte durée;390,49;234,00 €
04M031;Bronchites et asthme, âge supérieur à 17 ans, niveau 1;390,49;234,00 €
04M032;Bronchites et asthme, âge supérieur à 17 ans, niveau 2;390,49;234,00 €
04M033;Bronchites et asthme, âge supérieur à 17 ans, niveau 3;390,49;234,00 €
04M034;Bronchites et asthme, âge supérieur à 17 ans, niveau 4;390,49;181,10 €
04M041;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 1;852,28;181,10 €
04M042;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 2;852,28;181,10 €
04M043;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 3;852,28;181,10 €
04M044;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 4;852,28;181,10 €
04M05T;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;426,57;190,90 €
04M051;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1;426,57;190,90 €
04M052;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;426,57;190,90 €
04M053;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;426,57;190,90 €
04M054;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;426,57;190,90 €
04M06T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge inférieur à 18 ans;484,56;164,00 €
04M061;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 1;484,56;164,00 €
04M062;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 2;484,56;164,00 €
04M063;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 3;484,56;164,00 €
04M064;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 4;484,56;164,00 €
04M07T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;450,11;100,70 €
04M071;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;450,11;100,70 €
04M072;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;450,11;100,70 €
04M073;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;450,11;100,70 €
04M074;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;450,11;100,70 €
04M08T;Bronchopneumopathies chroniques, très courte durée;437,9;321,70 €
04M081;Bronchopneumopathies chroniques, niveau 1;437,9;321,70 €
04M082;Bronchopneumopathies chroniques, niveau 2;437,9;321,70 €
04M083;Bronchopneumopathies chroniques, niveau 3;437,9;321,70 €
04M084;Bronchopneumopathies chroniques, niveau 4;437,9;381,40 €
04M09T;Tumeurs de l'appareil respiratoire, très courte durée;619,76;120,90 €
04M091;Tumeurs de l'appareil respiratoire, niveau 1;619,76;120,90 €
04M092;Tumeurs de l'appareil respiratoire, niveau 2;619,76;260,90 €
04M093;Tumeurs de l'appareil respiratoire, niveau 3;619,76;224,40 €
04M094;Tumeurs de l'appareil respiratoire, niveau 4;619,76;224,40 €
04M10T;Embolies pulmonaires, très courte durée;553,93;224,40 €
04M101;Embolies pulmonaires, niveau 1;553,93;224,40 €
04M102;Embolies pulmonaires, niveau 2;553,93;224,40 €
04M103;Embolies pulmonaires, niveau 3;553,93;107,00 €
04M104;Embolies pulmonaires, niveau 4;553,93;107,00 €
04M111;Signes et symptômes respiratoires, niveau 1;568,22;107,00 €
04M112;Signes et symptômes respiratoires, niveau 2;568,22;107,00 €
04M113;Signes et symptômes respiratoires, niveau 3;568,22;107,00 €
04M114;Signes et symptômes respiratoires, niveau 4;568,22;346,50 €
04M12T;Pneumothorax, très courte durée;449,57;346,50 €
04M121;Pneumothorax, niveau 1;449,57;346,50 €
04M122;Pneumothorax, niveau 2;449,57;346,50 €
04M123;Pneumothorax, niveau 3;449,57;6 027,80 €
04M124;Pneumothorax, niveau 4;449,57;6 027,80 €
04M13T;Oedème pulmonaire et détresse respiratoire, très courte durée;515,95;6 027,80 €
04M131;Oedème pulmonaire et détresse respiratoire, niveau 1;515,95;6 027,80 €
04M132;Oedème pulmonaire et détresse respiratoire, niveau 2;515,95;5 403,60 €
04M133;Oedème pulmonaire et détresse respiratoire, niveau 3;515,95;5 403,60 €
04M134;Oedème pulmonaire et détresse respiratoire, niveau 4;515,95;5 403,60 €
04M14T;Maladies pulmonaires interstitielles, très courte durée;418,45;5 403,60 €
04M141;Maladies pulmonaires interstitielles, niveau 1;418,45;4 532,30 €
04M142;Maladies pulmonaires interstitielles, niveau 2;418,45;4 532,30 €
04M143;Maladies pulmonaires interstitielles, niveau 3;418,45;4 532,30 €
04M144;Maladies pulmonaires interstitielles, niveau 4;418,45;4 532,30 €
04M15T;Autres diagnostics portant sur le système respiratoire, très courte durée;460,98;4 268,40 €
04M151;Autres diagnostics portant sur le système respiratoire, niveau 1;460,98;4 268,40 €
04M152;Autres diagnostics portant sur le système respiratoire, niveau 2;460,98;4 268,40 €
04M153;Autres diagnostics portant sur le système respiratoire, niveau 3;460,98;4 268,40 €
04M154;Autres diagnostics portant sur le système respiratoire, niveau 4;460,98;4 012,70 €
04M16T;Traumatismes thoraciques, très courte durée;514,19;4 012,70 €
04M161;Traumatismes thoraciques, niveau 1;514,19;4 012,70 €
04M162;Traumatismes thoraciques, niveau 2;514,19;4 012,70 €
04M163;Traumatismes thoraciques, niveau 3;514,19;4 783,10 €
04M164;Traumatismes thoraciques, niveau 4;514,19;4 783,10 €
04M17T;Epanchements pleuraux, très courte durée;354,32;4 783,10 €
04M171;Epanchements pleuraux, niveau 1;354,32;4 783,10 €
04M172;Epanchements pleuraux, niveau 2;354,32;162,00 €
04M173;Epanchements pleuraux, niveau 3;354,32;162,00 €
04M174;Epanchements pleuraux, niveau 4;354,32;162,00 €
04M18T;Bronchiolites, très courte durée;550,22;162,00 €
04M181;Bronchiolites, niveau 1;550,22;162,00 €
04M182;Bronchiolites, niveau 2;550,22;2 946,70 €
04M183;Bronchiolites, niveau 3;550,22;2 946,70 €
04M184;Bronchiolites, niveau 4;550,22;2 946,70 €
04M19T;Tuberculoses, très courte durée;439,57;2 946,70 €
04M191;Tuberculoses, niveau 1;439,57;2 226,10 €
04M192;Tuberculoses, niveau 2;439,57;2 226,10 €
04M193;Tuberculoses, niveau 3;439,57;2 226,10 €
04M194;Tuberculoses, niveau 4;439,57;2 226,10 €
04M20T;Bronchopneumopathies chroniques surinfectées, très courte durée;419,25;1 464,80 €
04M201;Bronchopneumopathies chroniques surinfectées, niveau 1;419,25;1 464,80 €
04M202;Bronchopneumopathies chroniques surinfectées, niveau 2;419,25;1 464,80 €
04M203;Bronchopneumopathies chroniques surinfectées, niveau 3;419,25;1 464,80 €
04M204;Bronchopneumopathies chroniques surinfectées, niveau 4;419,25;1 412,60 €
04M211;Suivis de greffe pulmonaire, niveau 1;525,65;1 412,60 €
04M212;Suivis de greffe pulmonaire, niveau 2;525,65;1 412,60 €
04M213;Suivis de greffe pulmonaire, niveau 3;525,65;1 412,60 €
04M214;Suivis de greffe pulmonaire, niveau 4;525,65;552,80 €
04M22Z;Explorations et surveillance pour affections de l'appareil respiratoire;438,21;552,80 €
04M23T;Autres symptômes et recours aux soins de la CMD 04, très courte durée;481,3;552,80 €
04M23Z;Autres symptômes et recours aux soins de la CMD 04;481,3;552,80 €
04M24E;Affections de la CMD 04 avec décès : séjours de moins de 2 jours;494,08;552,80 €
04M25T;Grippes, très courte durée;664,39;959,20 €
04M251;Grippes, niveau 1;664,39;959,20 €
04M252;Grippes, niveau 2;664,39;959,20 €
04M253;Grippes, niveau 3;664,39;959,20 €
04M254;Grippes, niveau 4;664,39;484,80 €
04M26T;Fibroses kystiques avec manifestations pulmonaires, très courte durée;488,97;484,80 €
04M261;Fibroses kystiques avec manifestations pulmonaires, niveau 1;488,97;484,80 €
04M262;Fibroses kystiques avec manifestations pulmonaires, niveau 2;488,97;484,80 €
04M263;Fibroses kystiques avec manifestations pulmonaires, niveau 3;488,97;484,80 €
04M264;Fibroses kystiques avec manifestations pulmonaires, niveau 4;488,97;377,00 €
04M271;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1;752,33;377,00 €
04M272;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 2;752,33;377,00 €
04M273;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 3;752,33;377,00 €
04M274;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 4;752,33;377,00 €
05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;9 445,64;571,10 €
05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;9 445,64;571,10 €
05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;9 445,64;571,10 €
05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;9 445,64;571,10 €
05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;8 651,67;571,10 €
05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;8 651,67;8 069,10 €
05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;8 651,67;8 069,10 €
05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;8 651,67;8 069,10 €
05C041;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1;7 220,42;8 069,10 €
05C042;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2;7 220,42;8 069,10 €
05C043;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3;7 220,42;616,20 €
05C044;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4;7 220,42;616,20 €
05C051;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1;6 177,87;616,20 €
05C052;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2;6 177,87;616,20 €
05C053;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3;6 177,87;581,90 €
05C054;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4;6 177,87;581,90 €
